Sample_ID,Data_Type,Condition,Damage_Type,Vent_Holes,Fiber_Volume_Fraction,Void_Content,Fiber_Orientation_Degree,LBP_Feature_1,LBP_Feature_2,Texture_Contrast,Average_Temperature,Temperature_Variance,Defect_Density,Crack_Length_mm,Fracture_Toughness,Tensile_Strength,Structural_Integrity_Class
184,C-scan (Pristine with Holes),Pristine,None,4,0.508,0.064,89.49,0.857,0.963,0.626,110.29,6.06,0.021,0.119,45.72,435.49,High
185,C-scan (Pristine with Holes),Pristine,None,5,0.543,0.038,71.92,0.391,0.58,0.41,92.99,12.87,0.033,0.617,23.55,363.99,Low
186,Thermograph,Mixed,None,6,0.488,0.065,79.83,0.537,0.934,0.285,85.25,7.79,0.125,3.143,22.87,506.67,Low
187,Thermograph,Mixed,Thermal Anomaly,2,0.534,0.047,42.52,0.808,0.15,0.56,88.02,5.15,0.109,2.032,32.51,862.69,Medium
188,Thermograph,Mixed,Thermal Anomaly,3,0.681,0.078,53.2,0.332,0.214,0.334,47.11,0.76,0.115,2.307,31.36,359.93,Medium
189,C-scan (BVID with Holes),Damaged,BVID,2,0.624,0.048,57.75,0.199,0.43,0.366,63.22,9.62,0.163,2.577,20.69,559.21,Low
190,C-scan (Pristine with Holes),Pristine,None,2,0.665,0.075,85.36,0.57,0.725,0.574,107.95,9.86,0.038,0.247,57.58,524.73,High
191,C-scan (BVID with Holes),Damaged,BVID,4,0.564,0.064,2.75,0.794,0.438,0.788,39.91,9.67,0.148,2.524,55.26,572.74,Medium
192,C-scan (BVID with Holes),Damaged,BVID,6,0.45,0.04,71.51,0.64,0.442,0.574,55.56,9.58,0.189,4.369,24.23,488.76,Low
193,Thermograph,Mixed,None,4,0.465,0.057,44.28,0.701,0.463,0.423,74.91,14.17,0.04,2.391,22.01,434.84,Low
194,C-scan (Pristine with Holes),Pristine,None,4,0.562,0.021,7.47,0.851,0.424,0.633,67.9,7.87,0.028,0.494,21.19,495.88,Low
195,Thermograph,Mixed,None,5,0.474,0.059,16.56,0.676,0.226,0.24,84.08,5.15,0.111,1.902,52.38,509.93,Medium
196,C-scan (Pristine with Holes),Pristine,None,6,0.581,0.042,64.5,0.975,0.605,0.51,79.41,13.87,0.038,0.741,40.62,760.31,Medium
197,C-scan (Pristine with Holes),Pristine,None,5,0.683,0.02,42.01,0.62,0.103,0.209,98.42,12.01,0.05,0.985,26.01,537.22,Low
198,C-scan (BVID with Holes),Damaged,BVID,5,0.517,0.031,34.61,0.947,0.902,0.434,93.99,2.37,0.15,3.831,22.9,401.47,Low
199,C-scan (Pristine with Holes),Pristine,None,6,0.553,0.044,67.1,0.873,0.204,0.577,37.38,7.88,0.013,0.93,40.88,867.74,Medium
200,C-scan (BVID with Holes),Damaged,BVID,3,0.647,0.029,13.43,0.6,0.564,0.547,59.63,6.36,0.116,3.226,38.55,671.5,Medium
201,Thermograph,Mixed,None,5,0.608,0.051,42.29,0.992,0.615,0.537,119.55,13.07,0.114,2.884,45.48,625.11,Medium
202,C-scan (Pristine with Holes),Pristine,None,5,0.581,0.055,30.14,0.387,0.668,0.714,107.03,14.31,0.042,0.118,45.95,451.33,High
203,Thermograph,Mixed,Thermal Anomaly,2,0.606,0.037,19.56,0.282,0.599,0.733,89.07,1.64,0.065,3.171,21.18,705.02,Low
204,C-scan (BVID with Holes),Damaged,BVID,3,0.517,0.012,41.24,0.478,0.447,0.678,102.62,11.02,0.19,3.943,23.74,370.18,Low
205,C-scan (BVID with Holes),Damaged,BVID,4,0.496,0.044,57.19,0.256,0.981,0.51,82.1,11.4,0.198,4.474,26.21,511.01,Low
206,C-scan (BVID with Holes),Damaged,BVID,2,0.488,0.048,47.7,0.559,0.456,0.277,104.45,0.71,0.129,2.886,33.03,415.21,Medium
207,C-scan (Pristine with Holes),Pristine,None,4,0.59,0.013,20.7,0.906,0.408,0.629,117.06,9.82,0.028,0.661,47.25,790.3,High
208,C-scan (BVID with Holes),Damaged,BVID,5,0.698,0.071,75.95,0.867,0.817,0.457,50.82,5.38,0.091,4.861,31.99,712.84,Medium
209,Thermograph,Mixed,Thermal Anomaly,6,0.543,0.067,75.43,0.903,0.219,0.599,39.76,14.44,0.145,3.318,35.8,351.96,Medium
210,C-scan (Pristine with Holes),Pristine,None,2,0.667,0.068,9.15,0.299,0.107,0.656,106.17,0.98,0.038,0.379,48.51,424.94,High
211,C-scan (Pristine with Holes),Pristine,None,6,0.663,0.043,53.66,0.294,0.847,0.566,77.94,4.35,0.043,0.919,53.32,650.7,High
212,Thermograph,Mixed,None,4,0.688,0.057,4.38,0.194,0.375,0.711,39.43,3.7,0.038,1.373,30.27,511.55,Medium
213,Thermograph,Mixed,None,2,0.587,0.074,31.43,0.815,0.444,0.421,85.78,0.64,0.076,0.627,49.64,675.92,High
214,C-scan (Pristine with Holes),Pristine,None,6,0.534,0.033,2.62,0.347,0.397,0.287,63.58,3.36,0.046,0.555,55.77,729.03,High
215,Thermograph,Mixed,None,3,0.578,0.02,55.87,0.47,0.883,0.217,80.66,0.82,0.082,2.312,28.29,770.0,Low
216,Thermograph,Mixed,None,3,0.582,0.044,21.72,0.712,0.42,0.63,116.24,4.65,0.12,1.392,51.78,757.22,Medium
217,Thermograph,Mixed,None,6,0.505,0.03,59.07,0.369,0.856,0.87,86.9,10.21,0.042,2.931,30.24,888.39,Medium
218,C-scan (Pristine with Holes),Pristine,None,4,0.579,0.056,12.46,0.442,0.413,0.555,87.56,11.64,0.02,0.243,29.82,510.02,Low
219,Thermograph,Mixed,Thermal Anomaly,6,0.468,0.055,78.78,0.291,0.242,0.316,94.76,3.0,0.035,1.061,30.75,416.48,Medium
220,C-scan (BVID with Holes),Damaged,BVID,6,0.491,0.019,22.43,0.226,0.553,0.773,87.83,7.2,0.125,2.196,54.96,718.23,Medium
221,C-scan (BVID with Holes),Damaged,BVID,2,0.68,0.043,71.79,0.268,0.338,0.28,32.09,14.57,0.173,4.814,26.63,629.51,Low
222,C-scan (Pristine with Holes),Pristine,None,2,0.543,0.052,66.7,0.737,0.259,0.253,54.96,9.82,0.042,0.51,44.96,524.87,Medium
223,C-scan (Pristine with Holes),Pristine,None,3,0.52,0.028,24.09,0.197,0.525,0.333,88.39,10.47,0.021,0.276,45.64,621.89,High
224,C-scan (BVID with Holes),Damaged,BVID,4,0.503,0.078,56.95,0.314,0.129,0.373,118.43,7.04,0.082,2.98,58.1,716.26,Medium
225,C-scan (BVID with Holes),Damaged,BVID,6,0.567,0.04,84.4,0.29,0.649,0.428,116.26,0.83,0.124,4.049,48.68,777.92,Medium
226,C-scan (Pristine with Holes),Pristine,None,2,0.646,0.017,30.9,0.303,0.362,0.716,58.19,7.77,0.021,0.51,35.73,652.17,Medium
227,C-scan (BVID with Holes),Damaged,BVID,6,0.533,0.05,26.96,0.655,0.485,0.804,108.02,14.24,0.084,1.509,44.56,859.55,Medium
228,C-scan (Pristine with Holes),Pristine,None,4,0.501,0.028,63.01,0.223,0.106,0.204,35.88,4.55,0.02,0.921,48.55,617.15,High
229,C-scan (Pristine with Holes),Pristine,None,2,0.522,0.044,31.78,0.926,0.378,0.737,37.16,9.66,0.025,0.135,42.48,776.03,Medium
230,C-scan (Pristine with Holes),Pristine,None,2,0.584,0.042,31.47,0.821,0.397,0.223,71.87,6.13,0.025,0.349,24.79,594.44,Low
231,C-scan (BVID with Holes),Damaged,BVID,3,0.6,0.045,34.68,0.372,0.789,0.636,78.44,9.61,0.145,2.32,22.18,866.98,Low
232,C-scan (Pristine with Holes),Pristine,None,4,0.66,0.017,53.1,0.237,0.98,0.425,39.46,13.73,0.011,0.149,31.42,860.97,Medium
233,C-scan (Pristine with Holes),Pristine,None,5,0.692,0.014,48.54,0.394,0.782,0.653,66.06,12.95,0.029,0.576,55.03,872.18,High
234,C-scan (BVID with Holes),Damaged,BVID,3,0.578,0.016,13.32,0.466,0.707,0.36,28.16,4.69,0.161,1.143,34.94,876.86,Medium
235,C-scan (BVID with Holes),Damaged,BVID,6,0.557,0.048,15.06,0.771,0.68,0.201,83.93,14.51,0.146,3.086,28.54,361.38,Low
236,C-scan (Pristine with Holes),Pristine,None,5,0.639,0.071,62.33,0.632,0.434,0.593,116.76,9.18,0.015,0.555,22.21,686.89,Low
237,C-scan (Pristine with Holes),Pristine,None,3,0.464,0.072,71.31,0.568,0.304,0.894,33.22,14.59,0.038,0.332,28.73,435.9,Low
238,C-scan (Pristine with Holes),Pristine,None,4,0.64,0.021,50.73,0.3,0.618,0.698,93.7,10.84,0.022,0.836,24.82,494.68,Low
239,C-scan (BVID with Holes),Damaged,BVID,2,0.651,0.058,42.7,0.103,0.732,0.45,62.66,0.66,0.098,4.728,35.01,361.87,Medium
240,C-scan (Pristine with Holes),Pristine,None,5,0.578,0.049,59.77,0.383,0.234,0.205,44.41,11.28,0.044,0.983,56.27,468.1,High
241,Thermograph,Mixed,None,2,0.557,0.047,38.27,0.879,0.251,0.361,93.48,4.25,0.04,1.144,37.6,446.07,Medium
242,Thermograph,Mixed,None,5,0.686,0.015,56.61,0.272,0.971,0.853,44.29,4.94,0.14,2.329,53.57,820.43,Medium
243,C-scan (BVID with Holes),Damaged,BVID,5,0.662,0.014,87.03,0.419,0.747,0.312,32.92,12.04,0.154,2.303,42.29,749.8,Medium
244,C-scan (BVID with Holes),Damaged,BVID,5,0.518,0.019,80.28,0.695,0.456,0.523,93.06,4.58,0.195,4.65,59.33,842.06,Medium
245,C-scan (BVID with Holes),Damaged,BVID,3,0.522,0.016,62.47,0.309,0.162,0.377,119.24,10.85,0.11,2.888,27.0,616.03,Low
246,C-scan (Pristine with Holes),Pristine,None,3,0.524,0.076,76.9,0.976,0.134,0.417,74.59,2.12,0.046,0.245,32.04,575.02,Medium
247,Thermograph,Mixed,None,2,0.585,0.024,4.26,0.868,0.777,0.617,38.0,4.82,0.068,1.818,58.37,867.79,High
248,C-scan (BVID with Holes),Damaged,BVID,4,0.604,0.065,80.21,0.667,0.882,0.396,73.8,3.54,0.104,3.792,31.01,522.88,Medium
249,C-scan (Pristine with Holes),Pristine,None,5,0.685,0.027,36.6,0.708,0.892,0.711,72.58,0.75,0.023,0.744,23.53,851.02,Low
250,C-scan (BVID with Holes),Damaged,BVID,6,0.51,0.077,86.37,0.229,0.223,0.27,84.21,8.57,0.086,1.32,57.03,746.23,Medium
251,C-scan (Pristine with Holes),Pristine,None,2,0.687,0.051,47.95,0.345,0.947,0.679,41.76,8.62,0.046,0.929,32.29,702.23,Medium
252,C-scan (BVID with Holes),Damaged,BVID,6,0.564,0.058,56.26,0.2,0.418,0.738,70.43,4.62,0.135,3.453,54.64,576.83,Medium
253,Thermograph,Mixed,Thermal Anomaly,5,0.548,0.053,37.92,0.342,0.774,0.647,44.79,8.06,0.137,0.507,35.5,429.37,Medium
254,C-scan (Pristine with Holes),Pristine,None,5,0.648,0.065,12.2,0.539,0.27,0.617,114.8,8.59,0.021,0.656,41.19,726.41,Medium
255,Thermograph,Mixed,None,2,0.678,0.075,31.36,0.973,0.18,0.615,90.55,13.72,0.074,0.731,25.87,635.09,Low
256,C-scan (Pristine with Holes),Pristine,None,3,0.589,0.077,35.98,0.993,0.469,0.247,105.92,5.53,0.036,0.84,46.33,809.81,High
257,Thermograph,Mixed,Thermal Anomaly,6,0.613,0.041,40.91,0.789,0.583,0.723,80.49,12.88,0.098,3.219,45.39,383.85,Medium
258,C-scan (Pristine with Holes),Pristine,None,4,0.587,0.074,6.92,0.877,0.64,0.542,54.37,12.94,0.02,0.62,32.68,545.89,Medium
259,C-scan (BVID with Holes),Damaged,BVID,3,0.694,0.024,25.12,0.428,0.754,0.544,88.7,12.66,0.117,1.21,25.31,598.57,Low
260,Thermograph,Mixed,Thermal Anomaly,4,0.657,0.065,28.14,0.539,0.24,0.215,89.74,2.29,0.072,1.169,35.53,391.21,Medium
261,C-scan (Pristine with Holes),Pristine,None,6,0.525,0.052,21.9,0.164,0.71,0.645,72.04,10.05,0.048,0.488,56.12,782.8,High
262,Thermograph,Mixed,None,2,0.522,0.051,84.06,1.0,0.905,0.569,91.73,10.41,0.102,1.109,56.49,423.37,Medium
263,C-scan (Pristine with Holes),Pristine,None,2,0.522,0.02,57.65,0.73,0.396,0.202,75.95,11.79,0.02,0.729,26.27,381.34,Low
264,Thermograph,Mixed,Thermal Anomaly,4,0.609,0.048,43.67,0.548,0.48,0.845,37.47,2.4,0.06,2.413,31.04,880.51,Medium
265,C-scan (Pristine with Holes),Pristine,None,4,0.659,0.045,15.66,0.528,0.878,0.273,92.21,2.46,0.037,0.445,43.77,364.25,Medium
266,C-scan (BVID with Holes),Damaged,BVID,2,0.532,0.031,24.18,0.362,0.585,0.268,96.11,3.31,0.094,1.673,52.36,546.93,Medium
267,C-scan (BVID with Holes),Damaged,BVID,5,0.487,0.072,44.31,0.547,0.956,0.333,77.47,7.25,0.155,4.724,35.76,592.29,Medium
268,C-scan (Pristine with Holes),Pristine,None,4,0.611,0.015,64.31,0.297,0.31,0.888,70.83,14.89,0.041,0.619,42.41,428.93,Medium
269,C-scan (BVID with Holes),Damaged,BVID,3,0.535,0.051,81.88,0.128,0.599,0.44,42.77,12.67,0.084,3.396,25.69,548.53,Low
270,C-scan (Pristine with Holes),Pristine,None,4,0.455,0.064,64.25,0.91,0.283,0.829,72.55,6.49,0.041,0.517,22.79,573.96,Low
271,C-scan (BVID with Holes),Damaged,BVID,2,0.469,0.051,22.85,0.858,0.492,0.643,102.59,14.19,0.166,3.089,55.26,687.27,Medium
272,C-scan (BVID with Holes),Damaged,BVID,2,0.65,0.051,89.13,0.949,0.184,0.341,82.9,11.04,0.181,3.705,32.7,607.69,Medium
273,Thermograph,Mixed,None,5,0.642,0.046,15.58,0.49,0.535,0.442,117.8,12.05,0.055,2.81,53.05,536.82,High
274,C-scan (BVID with Holes),Damaged,BVID,4,0.542,0.061,81.11,0.573,0.706,0.559,55.24,0.64,0.171,3.73,45.11,510.17,Medium
275,Thermograph,Mixed,None,3,0.682,0.065,9.72,0.964,0.645,0.697,25.08,10.59,0.14,1.225,43.65,482.92,Medium
276,C-scan (Pristine with Holes),Pristine,None,5,0.574,0.072,80.95,0.111,0.62,0.696,74.4,7.02,0.028,0.752,23.67,624.55,Low
277,Thermograph,Mixed,Thermal Anomaly,5,0.507,0.039,42.57,0.166,0.237,0.755,30.83,12.81,0.103,2.256,43.14,603.55,Medium
278,C-scan (BVID with Holes),Damaged,BVID,2,0.646,0.028,12.9,0.744,0.498,0.787,107.24,1.91,0.155,4.168,40.21,582.86,Medium
279,Thermograph,Mixed,Thermal Anomaly,6,0.525,0.047,28.08,0.911,0.131,0.212,63.99,6.31,0.104,2.305,42.63,855.14,Medium
280,C-scan (Pristine with Holes),Pristine,None,5,0.68,0.028,60.66,0.267,0.951,0.569,73.21,13.2,0.041,0.499,58.12,397.3,High
281,Thermograph,Mixed,Thermal Anomaly,2,0.635,0.021,77.5,0.853,0.884,0.856,62.05,12.66,0.07,3.325,56.4,455.11,High
282,Thermograph,Mixed,Thermal Anomaly,4,0.631,0.072,15.25,0.327,0.221,0.41,107.99,12.29,0.106,2.459,20.79,828.25,Low
283,C-scan (Pristine with Holes),Pristine,None,2,0.542,0.077,6.92,0.589,0.751,0.526,63.31,4.4,0.012,0.207,32.45,492.55,Medium
284,C-scan (Pristine with Holes),Pristine,None,2,0.453,0.039,5.77,0.828,0.642,0.805,50.97,4.79,0.01,0.501,54.65,646.75,High
285,Thermograph,Mixed,Thermal Anomaly,3,0.471,0.073,74.22,0.823,0.956,0.845,52.2,7.72,0.11,3.193,44.25,356.9,Medium
286,C-scan (Pristine with Holes),Pristine,None,5,0.588,0.059,36.8,0.178,0.885,0.506,59.03,13.61,0.017,0.533,22.21,895.34,Low
287,C-scan (Pristine with Holes),Pristine,None,4,0.523,0.026,75.98,0.118,0.624,0.244,65.89,11.63,0.014,0.731,32.44,673.83,Medium
288,Thermograph,Mixed,None,2,0.646,0.022,79.31,0.307,0.126,0.275,78.01,4.97,0.058,1.571,36.68,599.27,Medium
289,C-scan (Pristine with Holes),Pristine,None,5,0.581,0.076,65.65,0.759,0.741,0.488,102.55,5.17,0.011,0.428,49.79,463.8,High
290,C-scan (Pristine with Holes),Pristine,None,3,0.55,0.034,79.65,0.511,0.9,0.554,71.83,8.19,0.021,0.62,50.79,636.61,High
291,C-scan (Pristine with Holes),Pristine,None,2,0.667,0.03,55.77,0.342,0.991,0.885,31.78,3.64,0.011,0.836,43.49,373.69,Medium
292,C-scan (Pristine with Holes),Pristine,None,2,0.573,0.028,9.76,0.367,0.736,0.598,100.08,2.21,0.047,0.924,33.11,676.97,Medium
293,C-scan (Pristine with Holes),Pristine,None,2,0.694,0.078,73.5,0.807,0.933,0.878,60.46,11.48,0.032,0.38,36.72,450.14,Medium
294,C-scan (BVID with Holes),Damaged,BVID,2,0.638,0.02,28.53,0.312,0.926,0.821,63.34,2.35,0.083,2.948,45.87,453.95,Medium
295,C-scan (Pristine with Holes),Pristine,None,2,0.56,0.067,43.75,0.868,0.898,0.459,106.07,8.43,0.015,0.383,32.42,671.71,Medium
296,C-scan (BVID with Holes),Damaged,BVID,5,0.644,0.08,27.39,0.438,0.477,0.563,92.52,10.14,0.152,4.835,40.09,485.25,Medium
297,C-scan (BVID with Holes),Damaged,BVID,4,0.582,0.054,37.58,0.915,0.996,0.545,33.71,10.66,0.126,1.78,53.76,677.52,Medium
298,Thermograph,Mixed,Thermal Anomaly,5,0.62,0.017,22.01,0.567,0.244,0.356,68.97,13.1,0.123,2.689,36.15,823.96,Medium
299,C-scan (BVID with Holes),Damaged,BVID,6,0.625,0.048,85.4,0.468,0.373,0.768,96.95,14.73,0.136,3.64,59.54,825.46,Medium
300,C-scan (BVID with Holes),Damaged,BVID,2,0.665,0.015,48.55,0.993,0.411,0.507,26.95,1.1,0.138,2.134,59.52,527.17,Medium
301,Thermograph,Mixed,Thermal Anomaly,5,0.567,0.058,26.78,0.482,0.176,0.55,40.62,1.22,0.142,1.226,28.91,461.29,Low
302,C-scan (BVID with Holes),Damaged,BVID,6,0.514,0.039,49.21,0.204,0.943,0.475,93.68,4.96,0.163,1.671,37.56,444.53,Medium
303,C-scan (Pristine with Holes),Pristine,None,6,0.465,0.072,4.43,0.459,0.642,0.593,79.19,10.02,0.016,0.803,24.18,523.73,Low
304,C-scan (Pristine with Holes),Pristine,None,5,0.674,0.059,15.73,0.654,0.824,0.555,63.73,6.03,0.039,0.583,54.76,807.85,High
305,C-scan (BVID with Holes),Damaged,BVID,5,0.47,0.069,89.58,0.445,0.175,0.232,67.28,10.51,0.198,1.158,55.17,466.52,Medium
306,C-scan (BVID with Holes),Damaged,BVID,4,0.547,0.046,48.91,0.406,0.625,0.598,35.34,4.57,0.176,4.957,48.45,378.12,Medium
307,Thermograph,Mixed,None,6,0.511,0.026,52.8,0.25,0.708,0.691,42.51,12.55,0.097,0.777,38.03,811.08,Medium
308,C-scan (BVID with Holes),Damaged,BVID,5,0.556,0.038,48.29,0.269,0.499,0.778,91.73,2.49,0.199,4.742,23.3,410.73,Low
309,Thermograph,Mixed,None,4,0.609,0.03,5.35,0.619,0.179,0.349,114.73,1.85,0.092,3.369,58.73,899.98,Medium
310,Thermograph,Mixed,None,3,0.507,0.038,57.81,0.87,0.218,0.274,91.81,5.81,0.039,2.67,37.75,856.63,Medium
311,Thermograph,Mixed,Thermal Anomaly,2,0.542,0.04,84.87,0.717,0.649,0.563,76.1,10.19,0.034,0.626,32.39,734.79,Medium
312,C-scan (Pristine with Holes),Pristine,None,6,0.532,0.013,47.37,0.811,0.797,0.614,43.29,3.45,0.014,0.106,27.72,719.33,Low
313,Thermograph,Mixed,Thermal Anomaly,5,0.653,0.017,52.71,0.116,0.111,0.6,85.98,1.3,0.064,2.519,27.0,426.57,Low
314,Thermograph,Mixed,None,6,0.532,0.015,20.08,0.441,0.983,0.804,91.0,1.26,0.102,1.096,55.94,867.21,Medium
315,Thermograph,Mixed,Thermal Anomaly,2,0.61,0.01,7.28,0.451,0.591,0.597,101.51,7.57,0.055,2.732,26.04,842.36,Low
316,Thermograph,Mixed,Thermal Anomaly,4,0.567,0.013,20.0,0.923,0.33,0.552,50.56,9.99,0.136,3.164,43.45,535.82,Medium
317,C-scan (BVID with Holes),Damaged,BVID,3,0.649,0.029,38.48,0.158,0.97,0.848,65.12,3.11,0.108,2.219,21.75,623.97,Low
318,C-scan (BVID with Holes),Damaged,BVID,2,0.552,0.079,57.71,0.426,0.619,0.355,89.18,11.14,0.088,2.115,44.75,447.85,Medium
319,C-scan (BVID with Holes),Damaged,BVID,2,0.492,0.041,33.12,0.156,0.946,0.642,76.28,10.9,0.152,1.422,24.55,809.7,Low
320,C-scan (Pristine with Holes),Pristine,None,4,0.593,0.058,16.69,0.642,0.709,0.808,101.92,10.3,0.014,0.757,40.47,608.87,Medium
321,Thermograph,Mixed,None,2,0.544,0.079,47.07,0.218,0.954,0.551,32.71,0.68,0.078,0.907,24.39,560.53,Low
322,C-scan (Pristine with Holes),Pristine,None,4,0.595,0.013,3.8,0.784,0.705,0.736,83.26,7.96,0.048,0.141,54.65,383.94,High
323,C-scan (BVID with Holes),Damaged,BVID,2,0.617,0.07,22.27,0.226,0.341,0.36,97.16,11.05,0.132,2.643,23.71,681.35,Low
324,Thermograph,Mixed,Thermal Anomaly,5,0.632,0.038,74.8,0.855,0.676,0.342,71.8,12.23,0.053,3.224,43.42,541.25,Medium
325,C-scan (BVID with Holes),Damaged,BVID,3,0.636,0.031,83.52,0.655,0.418,0.291,108.22,0.55,0.164,1.466,58.59,582.39,Medium
326,C-scan (Pristine with Holes),Pristine,None,2,0.57,0.054,65.46,0.373,0.189,0.519,84.23,14.51,0.015,0.944,32.44,429.03,Medium
327,C-scan (Pristine with Holes),Pristine,None,4,0.478,0.018,18.71,0.224,0.842,0.385,36.3,12.42,0.033,0.788,34.57,456.96,Medium
328,C-scan (BVID with Holes),Damaged,BVID,2,0.557,0.014,58.12,0.345,0.967,0.207,58.77,9.81,0.161,4.957,44.38,403.17,Medium
329,C-scan (BVID with Holes),Damaged,BVID,2,0.661,0.029,26.79,0.988,0.647,0.585,34.94,12.46,0.157,3.833,36.5,437.98,Medium
330,C-scan (Pristine with Holes),Pristine,None,3,0.545,0.051,55.68,0.171,0.24,0.698,89.17,11.71,0.018,0.522,24.51,554.31,Low
331,Thermograph,Mixed,None,4,0.522,0.058,77.19,0.551,0.63,0.282,65.1,7.7,0.065,2.576,53.88,599.38,High
332,C-scan (BVID with Holes),Damaged,BVID,6,0.694,0.074,47.62,0.18,0.112,0.714,37.25,12.38,0.092,4.494,58.5,540.6,Medium
333,Thermograph,Mixed,Thermal Anomaly,2,0.642,0.057,61.49,0.752,0.316,0.617,114.96,7.74,0.071,1.343,20.82,741.81,Low
334,Thermograph,Mixed,None,3,0.486,0.035,2.91,0.598,0.482,0.648,27.23,12.53,0.032,0.521,38.64,377.14,Medium
335,Thermograph,Mixed,Thermal Anomaly,3,0.49,0.067,4.2,0.165,0.402,0.783,89.33,0.8,0.111,0.997,20.55,837.82,Low
336,C-scan (BVID with Holes),Damaged,BVID,6,0.637,0.042,62.49,0.15,0.201,0.693,52.69,1.11,0.111,3.317,32.71,611.87,Medium
337,C-scan (Pristine with Holes),Pristine,None,4,0.652,0.037,56.6,0.535,0.274,0.334,37.48,13.88,0.036,0.622,36.61,582.02,Medium
338,Thermograph,Mixed,Thermal Anomaly,6,0.679,0.044,53.53,0.178,0.196,0.527,102.87,8.07,0.111,0.658,28.94,447.82,Low
339,C-scan (BVID with Holes),Damaged,BVID,4,0.452,0.013,74.55,0.918,0.71,0.42,103.81,5.67,0.135,3.619,34.1,350.34,Medium
340,Thermograph,Mixed,Thermal Anomaly,4,0.468,0.046,3.24,0.778,0.332,0.804,103.22,1.65,0.15,1.433,48.74,387.19,Medium
341,C-scan (BVID with Holes),Damaged,BVID,5,0.507,0.011,62.13,0.906,0.506,0.402,87.54,2.48,0.163,4.249,41.57,813.78,Medium
342,Thermograph,Mixed,None,2,0.488,0.054,54.84,0.442,0.55,0.393,70.75,7.66,0.13,2.279,34.47,589.25,Medium
343,C-scan (BVID with Holes),Damaged,BVID,4,0.671,0.066,57.76,0.499,0.562,0.418,45.25,1.61,0.138,1.05,28.28,496.97,Low
344,C-scan (Pristine with Holes),Pristine,None,3,0.685,0.075,15.94,0.417,0.432,0.451,45.26,11.26,0.027,0.707,59.95,671.68,High
345,Thermograph,Mixed,Thermal Anomaly,6,0.681,0.047,56.36,0.366,0.313,0.409,96.4,13.61,0.09,2.304,49.22,498.12,Medium
346,C-scan (Pristine with Holes),Pristine,None,3,0.469,0.029,77.23,0.403,0.385,0.862,116.91,8.11,0.029,0.265,40.05,446.96,Medium
347,C-scan (Pristine with Holes),Pristine,None,3,0.642,0.058,37.36,0.969,0.854,0.434,55.35,11.39,0.046,0.104,52.8,845.78,High
348,C-scan (BVID with Holes),Damaged,BVID,6,0.576,0.062,60.83,0.996,0.761,0.759,119.98,11.63,0.169,3.527,41.9,652.78,Medium
349,C-scan (Pristine with Holes),Pristine,None,5,0.482,0.039,76.01,0.346,0.285,0.247,72.55,4.83,0.042,0.271,44.82,519.12,Medium
350,Thermograph,Mixed,None,2,0.518,0.037,85.3,0.526,0.626,0.249,37.56,7.17,0.074,2.973,56.94,671.8,High
351,C-scan (Pristine with Holes),Pristine,None,2,0.513,0.073,47.19,0.324,0.219,0.55,60.32,10.89,0.018,0.983,44.04,466.38,Medium
352,C-scan (Pristine with Holes),Pristine,None,3,0.624,0.018,60.4,0.298,0.953,0.363,90.58,5.6,0.037,0.248,47.9,696.98,High
353,C-scan (Pristine with Holes),Pristine,None,4,0.479,0.018,60.13,0.891,0.401,0.706,76.33,7.66,0.026,0.737,22.8,468.09,Low
354,C-scan (BVID with Holes),Damaged,BVID,2,0.498,0.015,51.1,0.251,0.907,0.201,48.17,5.14,0.091,2.85,20.21,422.63,Low
355,Thermograph,Mixed,Thermal Anomaly,2,0.655,0.029,83.93,0.615,0.383,0.867,79.74,14.25,0.138,1.772,28.05,844.21,Low
356,Thermograph,Mixed,Thermal Anomaly,4,0.526,0.018,88.06,0.425,0.248,0.635,89.44,14.0,0.131,2.112,48.4,785.01,Medium
357,C-scan (Pristine with Holes),Pristine,None,5,0.651,0.079,3.66,0.406,0.954,0.538,95.29,12.65,0.014,0.515,48.65,645.82,High
358,C-scan (Pristine with Holes),Pristine,None,6,0.609,0.051,61.59,0.303,0.551,0.6,111.61,2.73,0.019,0.277,36.06,766.22,Medium
359,Thermograph,Mixed,None,3,0.67,0.033,64.43,0.879,0.776,0.747,119.31,7.7,0.142,2.138,20.74,561.61,Low
360,Thermograph,Mixed,None,2,0.684,0.062,76.43,0.53,0.51,0.265,100.91,10.01,0.042,1.305,53.39,636.34,High
361,C-scan (Pristine with Holes),Pristine,None,2,0.643,0.024,83.89,0.471,0.262,0.286,93.32,14.63,0.01,0.795,25.87,600.44,Low
362,C-scan (Pristine with Holes),Pristine,None,3,0.544,0.014,36.24,0.433,0.554,0.53,37.71,2.74,0.042,0.239,35.9,397.82,Medium
363,Thermograph,Mixed,None,2,0.632,0.016,52.11,0.299,0.381,0.658,100.95,14.8,0.095,1.946,57.44,746.14,Medium
364,C-scan (BVID with Holes),Damaged,BVID,2,0.648,0.011,12.36,0.385,0.792,0.319,39.38,10.74,0.126,4.839,30.86,427.8,Medium
365,C-scan (Pristine with Holes),Pristine,None,3,0.62,0.066,47.19,0.49,0.758,0.895,84.84,4.77,0.036,0.977,55.38,378.24,High
366,C-scan (BVID with Holes),Damaged,BVID,4,0.485,0.018,82.62,0.379,0.329,0.863,65.23,4.02,0.096,3.141,48.3,506.29,Medium
